@relation 'White-TailedDeerWithMonths - Sheet1'

@attribute VegetationType {'Upland Forest','Riparian Grassland','Riparian Forest',Grassland/Prairie,'Mowed Lawn','Outside Park','Upland Scrub',Crop,'Riparian Scrub',Other,Savanna}
@attribute Month numeric
@attribute AvgTempinFahrenheit numeric
@attribute AvgHumidityInPercent numeric
@attribute WeatherCondition {'No rain','No rain to Heavy rain difficult to hear',Snow,'No rain to Snow','Mist or fog','Mist or fog to No rain','Mist or fog to Light rain','No rain to Light rain','Light rain to Mist or fog','Light rain','Light drizzle to Light rain','No rain to Light drizzle','No rain to Mist or fog','Snow to No rain','Light drizzle to No rain','Light rain to Light drizzle','Light drizzle','Light rain to No rain','Light drizzle to Mist or fog','Mist or fog to Light drizzle'}
@attribute AvgCloudCover numeric
@attribute DeerTotal numeric

@data
'Upland Scrub',1,36.95,81.3,'No rain to Snow',97.5,21
'Upland Scrub',1,36.95,81.3,'No rain to Snow',97.5,21
Crop,1,36.95,81.3,'No rain to Snow',97.5,21
Grassland/Prairie,1,36.95,81.3,'No rain to Snow',97.5,21
Grassland/Prairie,1,36.95,81.3,'No rain to Snow',97.5,21
'Riparian Scrub',1,36.95,81.3,'No rain to Snow',97.5,21
'Riparian Forest',1,36.95,81.3,'No rain to Snow',97.5,21
'Riparian Forest',1,36.95,81.3,'No rain to Snow',97.5,21
'Upland Scrub',1,36.95,80.25,'No rain',97.5,11
Grassland/Prairie,1,36.95,80.25,'No rain',97.5,11
'Riparian Scrub',1,36.95,80.25,'No rain',97.5,11
'Riparian Forest',1,36.95,80.25,'No rain',97.5,11
'Riparian Scrub',1,23.27,52.35,'No rain',0.5,16
Grassland/Prairie,1,23.27,52.35,'No rain',0.5,16
Grassland/Prairie,1,23.27,52.35,'No rain',0.5,16
Grassland/Prairie,1,23.27,52.35,'No rain',0.5,16
'Upland Forest',1,23.27,52.35,'No rain',0.5,16
Grassland/Prairie,1,23.27,52.35,'No rain',0.5,16
Crop,1,23.27,52.35,'No rain',0.5,16
'Upland Scrub',1,23.27,52.35,'No rain',0.5,16
Grassland/Prairie,1,23.27,52.35,'No rain',0.5,16
Grassland/Prairie,1,17.24,69.6,'No rain',0,5
'Riparian Grassland',1,14,85.3,'No rain',0,5
Grassland/Prairie,1,14,85.3,'No rain',0,5
Grassland/Prairie,1,16.7,54.45,'No rain',15,17
Grassland/Prairie,1,16.7,54.45,'No rain',15,17
Grassland/Prairie,1,16.7,54.45,'No rain',15,17
Crop,1,16.7,54.45,'No rain',15,17
Crop,1,16.7,54.45,'No rain',15,17
Grassland/Prairie,1,16.7,54.45,'No rain',15,17
'Mowed Lawn',1,8.87,80.7,'No rain',15,19
Grassland/Prairie,1,8.87,80.7,'No rain',15,19
'Riparian Forest',1,8.87,80.7,'No rain',15,19
Grassland/Prairie,1,8.87,80.7,'No rain',15,19
Crop,1,8.87,80.7,'No rain',15,19
Grassland/Prairie,1,8.87,80.7,'No rain',15,19
Grassland/Prairie,1,9.41,75.3,'No rain',73.75,7
Grassland/Prairie,1,9.41,75.3,'No rain',73.75,7
Grassland/Prairie,1,9.41,75.3,'No rain',73.75,7
Grassland/Prairie,2,38.93,68.45,'No rain',85,21
Crop,2,38.93,68.45,'No rain',85,21
Grassland/Prairie,2,38.93,68.45,'No rain',85,21
Grassland/Prairie,2,38.93,68.45,'No rain',85,21
'Upland Forest',2,38.93,68.45,'No rain',85,21
Grassland/Prairie,2,38.93,68.45,'No rain',85,21
Crop,2,38.93,68.45,'No rain',85,21
Crop,2,38.93,68.45,'No rain',85,21
Grassland/Prairie,2,38.93,68.45,'No rain',85,21
Other,2,36.77,74.7,'No rain',91.25,15
Crop,2,36.77,74.7,'No rain',91.25,15
Grassland/Prairie,2,36.77,74.7,'No rain',91.25,15
Crop,2,36.77,74.7,'No rain',91.25,15
Grassland/Prairie,2,36.77,74.7,'No rain',91.25,15
Grassland/Prairie,2,36.77,74.7,'No rain',91.25,15
Grassland/Prairie,2,36.41,77.1,'No rain',80,6
'Upland Forest',2,36.41,77.1,'No rain',80,6
Grassland/Prairie,2,36.41,77.1,'No rain',80,6
Crop,2,36.41,77.1,'No rain',80,6
'Riparian Forest',1,68.99,68.15,'No rain',85,32
'Riparian Forest',1,68.99,68.15,'No rain',85,32
'Mowed Lawn',1,68.99,68.15,'No rain',85,32
'Mowed Lawn',1,68.99,68.15,'No rain',85,32
'Riparian Forest',1,68.99,68.15,'No rain',85,32
'Mowed Lawn',1,68.99,68.15,'No rain',85,32
'Riparian Forest',1,68.99,68.15,'No rain',85,32
'Riparian Forest',1,68.99,68.15,'No rain',85,32
'Riparian Forest',1,68.99,68.15,'No rain',85,32
'Mowed Lawn',1,68.99,68.15,'No rain',85,32
'Riparian Forest',1,69.71,65.15,'No rain',85,31
'Riparian Forest',1,69.71,65.15,'No rain',85,31
Other,1,69.71,65.15,'No rain',85,31
'Mowed Lawn',1,69.71,65.15,'No rain',85,31
'Riparian Forest',1,69.71,65.15,'No rain',85,31
'Riparian Forest',1,69.71,65.15,'No rain',85,31
'Mowed Lawn',1,69.71,65.15,'No rain',85,31
'Riparian Forest',1,69.71,65.15,'No rain',85,31
'Riparian Forest',1,69.71,65.15,'No rain',85,31
'Mowed Lawn',1,69.71,65.15,'No rain',85,31
'Mowed Lawn',1,69.71,65.15,'No rain',85,31
Other,1,69.26,65.15,'No rain',97.5,37
'Riparian Forest',1,69.26,65.15,'No rain',97.5,37
'Riparian Forest',1,69.26,65.15,'No rain',97.5,37
'Mowed Lawn',1,69.26,65.15,'No rain',97.5,37
'Riparian Forest',1,69.26,65.15,'No rain',97.5,37
'Riparian Forest',1,69.26,65.15,'No rain',97.5,37
'Mowed Lawn',1,69.26,65.15,'No rain',97.5,37
'Riparian Forest',1,69.26,65.15,'No rain',97.5,37
'Riparian Forest',1,69.26,65.15,'No rain',97.5,37
'Riparian Forest',1,69.26,65.15,'No rain',97.5,37
'Riparian Forest',1,69.26,65.15,'No rain',97.5,37
'Mowed Lawn',1,69.26,65.15,'No rain',97.5,37
'Riparian Forest',1,47.21,59.6,'No rain',0.5,19
'Riparian Forest',1,47.21,59.6,'No rain',0.5,19
'Mowed Lawn',1,47.21,59.6,'No rain',0.5,19
'Mowed Lawn',1,47.21,59.6,'No rain',0.5,19
'Riparian Forest',1,47.21,59.6,'No rain',0.5,19
'Riparian Forest',1,47.21,59.6,'No rain',0.5,19
'Riparian Forest',1,47.21,59.6,'No rain',0.5,19
'Riparian Forest',1,47.21,59.6,'No rain',0.5,19
'Riparian Forest',1,47.21,59.6,'No rain',0.5,19
'Riparian Forest',1,42.89,77.35,'No rain',0,23
'Riparian Forest',1,42.89,77.35,'No rain',0,23
'Mowed Lawn',1,42.89,77.35,'No rain',0,23
'Mowed Lawn',1,42.89,77.35,'No rain',0,23
'Mowed Lawn',1,42.89,77.35,'No rain',0,23
'Riparian Forest',1,42.35,80.45,'No rain',0,14
'Riparian Forest',1,42.35,80.45,'No rain',0,14
'Riparian Forest',1,42.35,80.45,'No rain',0,14
'Mowed Lawn',1,42.35,80.45,'No rain',0,14
'Riparian Forest',1,42.35,80.45,'No rain',0,14
'Riparian Forest',1,54.86,62.5,'No rain',85,37
'Riparian Forest',1,54.86,62.5,'No rain',85,37
'Mowed Lawn',1,54.86,62.5,'No rain',85,37
'Riparian Forest',1,54.86,62.5,'No rain',85,37
'Riparian Forest',1,54.86,62.5,'No rain',85,37
'Mowed Lawn',1,54.86,62.5,'No rain',85,37
'Mowed Lawn',1,54.86,62.5,'No rain',85,37
'Riparian Forest',1,54.86,62.5,'No rain',85,37
'Mowed Lawn',1,54.86,62.5,'No rain',85,37
'Riparian Forest',1,54.86,62.5,'No rain',85,37
'Mowed Lawn',1,54.86,62.5,'No rain',85,37
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Mowed Lawn',1,55.22,67.6,'No rain',85,34
'Mowed Lawn',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Mowed Lawn',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,55.22,67.6,'No rain',85,34
'Mowed Lawn',1,55.22,67.6,'No rain',85,34
'Mowed Lawn',1,55.22,67.6,'No rain',85,34
'Riparian Forest',1,56.3,69.65,'No rain',85,28
'Riparian Forest',1,56.3,69.65,'No rain',85,28
'Riparian Forest',1,56.3,69.65,'No rain',85,28
'Riparian Forest',1,56.3,69.65,'No rain',85,28
'Riparian Forest',1,56.3,69.65,'No rain',85,28
'Mowed Lawn',1,56.3,69.65,'No rain',85,28
'Riparian Forest',1,56.3,69.65,'No rain',85,28
'Riparian Forest',1,56.3,69.65,'No rain',85,28
'Mowed Lawn',1,56.3,69.65,'No rain',85,28
'Riparian Forest',1,56.3,69.65,'No rain',85,28
'Riparian Forest',1,56.3,69.65,'No rain',85,28
'Mowed Lawn',1,56.3,69.65,'No rain',85,28
'Mowed Lawn',1,56.3,69.65,'No rain',85,28
'Riparian Forest',1,56.3,69.65,'No rain',85,28
'Riparian Forest',2,71.06,72.55,'No rain',26.25,39
'Riparian Forest',2,71.06,72.55,'No rain',26.25,39
'Mowed Lawn',2,71.06,72.55,'No rain',26.25,39
'Mowed Lawn',2,71.06,72.55,'No rain',26.25,39
'Mowed Lawn',2,71.06,72.55,'No rain',26.25,39
Other,2,71.06,72.55,'No rain',26.25,39
'Riparian Forest',2,71.06,72.55,'No rain',26.25,39
'Riparian Forest',2,71.06,72.55,'No rain',26.25,39
'Riparian Forest',2,71.06,72.55,'No rain',26.25,39
'Mowed Lawn',2,71.06,72.55,'No rain',26.25,39
'Mowed Lawn',2,71.06,72.55,'No rain',26.25,39
'Riparian Forest',2,70.97,76.1,'No rain',38.75,27
'Mowed Lawn',2,70.97,76.1,'No rain',38.75,27
'Mowed Lawn',2,70.97,76.1,'No rain',38.75,27
'Riparian Forest',2,70.97,76.1,'No rain',38.75,27
'Mowed Lawn',2,70.97,76.1,'No rain',38.75,27
'Riparian Forest',2,70.97,76.1,'No rain',38.75,27
'Riparian Forest',2,70.97,76.1,'No rain',38.75,27
'Riparian Forest',2,70.97,76.1,'No rain',38.75,27
'Riparian Forest',2,70.97,76.1,'No rain',38.75,27
'Mowed Lawn',2,70.97,76.1,'No rain',38.75,27
'Riparian Forest',2,70.97,76.1,'No rain',38.75,27
'Mowed Lawn',2,70.97,76.1,'No rain',38.75,27
'Riparian Forest',2,70.97,77.35,'No rain',73.75,44
'Riparian Forest',2,70.97,77.35,'No rain',73.75,44
'Riparian Forest',2,70.97,77.35,'No rain',73.75,44
'Riparian Forest',2,70.97,77.35,'No rain',73.75,44
'Mowed Lawn',2,70.97,77.35,'No rain',73.75,44
'Mowed Lawn',2,70.97,77.35,'No rain',73.75,44
'Mowed Lawn',2,70.97,77.35,'No rain',73.75,44
'Mowed Lawn',2,70.97,77.35,'No rain',73.75,44
'Riparian Scrub',2,70.97,77.35,'No rain',73.75,44
'Riparian Forest',2,70.97,77.35,'No rain',73.75,44
'Riparian Forest',2,70.97,77.35,'No rain',73.75,44
'Riparian Forest',2,70.97,77.35,'No rain',73.75,44
'Mowed Lawn',2,70.97,77.35,'No rain',73.75,44
'Mowed Lawn',2,70.97,77.35,'No rain',73.75,44
'Mowed Lawn',2,70.97,77.35,'No rain',73.75,44
'Upland Forest',1,37.04,85.7,'No rain',7.5,5
Grassland/Prairie,1,37.04,85.7,'No rain',7.5,5
'Upland Forest',1,37.04,85.7,'No rain',7.5,5
'Upland Forest',1,34.88,68,'No rain',0,7
'Upland Forest',1,34.88,68,'No rain',0,7
Grassland/Prairie,1,34.88,68,'No rain',0,7
'Upland Forest',1,32.9,69.05,'No rain',0,5
'Upland Scrub',1,32.9,69.05,'No rain',0,5
'Upland Forest',1,32.9,69.05,'No rain',0,5
'Upland Forest',1,32.9,69.05,'No rain',0,5
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
'Upland Forest',1,43.88,51.35,'No rain',0,43
'Upland Forest',1,43.88,51.35,'No rain',0,43
'Upland Forest',1,43.88,51.35,'No rain',0,43
'Upland Forest',1,43.88,51.35,'No rain',0,43
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
'Upland Forest',1,43.88,51.35,'No rain',0,43
'Upland Forest',1,43.88,51.35,'No rain',0,43
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
Grassland/Prairie,1,43.88,51.35,'No rain',0,43
'Mowed Lawn',1,43.88,51.35,'No rain',0,43
'Upland Forest',1,42.89,56.2,'No rain',0,33
'Upland Forest',1,42.89,56.2,'No rain',0,33
'Upland Forest',1,42.89,56.2,'No rain',0,33
'Upland Forest',1,42.89,56.2,'No rain',0,33
'Upland Forest',1,42.89,56.2,'No rain',0,33
'Upland Forest',1,42.89,56.2,'No rain',0,33
'Upland Forest',1,42.89,56.2,'No rain',0,33
Grassland/Prairie,1,42.89,56.2,'No rain',0,33
Grassland/Prairie,1,42.89,56.2,'No rain',0,33
Grassland/Prairie,1,42.89,56.2,'No rain',0,33
Grassland/Prairie,1,42.89,56.2,'No rain',0,33
'Upland Forest',1,42.89,56.2,'No rain',0,33
Grassland/Prairie,1,42.89,56.2,'No rain',0,33
'Mowed Lawn',1,42.89,56.2,'No rain',0,33
'Upland Forest',1,42.44,58.25,'No rain',0,47
'Upland Forest',1,42.44,58.25,'No rain',0,47
'Upland Forest',1,42.44,58.25,'No rain',0,47
'Upland Forest',1,42.44,58.25,'No rain',0,47
'Upland Scrub',1,42.44,58.25,'No rain',0,47
Grassland/Prairie,1,42.44,58.25,'No rain',0,47
Grassland/Prairie,1,42.44,58.25,'No rain',0,47
Grassland/Prairie,1,42.44,58.25,'No rain',0,47
Grassland/Prairie,1,42.44,58.25,'No rain',0,47
Grassland/Prairie,1,42.44,58.25,'No rain',0,47
'Upland Forest',1,42.44,58.25,'No rain',0,47
Grassland/Prairie,1,42.44,58.25,'No rain',0,47
Grassland/Prairie,1,42.44,58.25,'No rain',0,47
'Mowed Lawn',1,42.44,58.25,'No rain',0,47
'Upland Forest',1,28.49,51.8,'No rain',1,16
'Upland Forest',1,28.49,51.8,'No rain',1,16
'Upland Forest',1,28.49,51.8,'No rain',1,16
'Upland Forest',1,28.49,51.8,'No rain',1,16
Grassland/Prairie,1,28.49,51.8,'No rain',1,16
Grassland/Prairie,1,28.49,51.8,'No rain',1,16
Grassland/Prairie,1,28.49,51.8,'No rain',1,16
'Upland Forest',1,28.49,51.8,'No rain',1,16
'Upland Forest',1,22.1,73.05,'No rain',1,3
'Upland Forest',1,22.1,73.05,'No rain',1,3
'Upland Forest',1,25.61,66.1,'No rain',0.5,4
Grassland/Prairie,1,25.61,66.1,'No rain',0.5,4
'Upland Forest',1,21.38,66.8,'No rain',1.25,13
'Upland Forest',1,21.38,66.8,'No rain',1.25,13
Grassland/Prairie,1,21.38,66.8,'No rain',1.25,13
Grassland/Prairie,1,21.38,66.8,'No rain',1.25,13
Other,1,21.38,66.8,'No rain',1.25,13
'Upland Forest',1,21.38,66.8,'No rain',1.25,13
'Upland Forest',1,20.3,75.4,'No rain',0,1
'Upland Forest',1,18.95,81.9,'No rain',0,3
'Upland Forest',2,39.47,84.25,'Mist or fog',97.5,31
'Upland Forest',2,39.47,84.25,'Mist or fog',97.5,31
Grassland/Prairie,2,39.47,84.25,'Mist or fog',97.5,31
Grassland/Prairie,2,39.47,84.25,'Mist or fog',97.5,31
'Upland Scrub',2,39.47,84.25,'Mist or fog',97.5,31
'Upland Forest',2,39.47,84.25,'Mist or fog',97.5,31
'Upland Forest',2,39.47,84.25,'Mist or fog',97.5,31
'Upland Forest',2,39.47,84.25,'Mist or fog',97.5,31
'Upland Forest',2,39.47,84.25,'Mist or fog',97.5,31
'Upland Forest',2,39.47,84.25,'Mist or fog',97.5,31
'Upland Forest',2,39.47,84.25,'Mist or fog',97.5,31
'Upland Forest',2,39.47,84.25,'Mist or fog',97.5,31
Grassland/Prairie,2,39.47,84.25,'Mist or fog',97.5,31
'Upland Forest',2,37.76,93.55,'Mist or fog to No rain',97.5,26
'Upland Forest',2,37.76,93.55,'Mist or fog to No rain',97.5,26
'Upland Forest',2,37.76,93.55,'Mist or fog to No rain',97.5,26
'Upland Scrub',2,37.76,93.55,'Mist or fog to No rain',97.5,26
'Upland Forest',2,37.76,93.55,'Mist or fog to No rain',97.5,26
'Upland Forest',2,37.76,93.55,'Mist or fog to No rain',97.5,26
'Upland Forest',2,37.76,93.55,'Mist or fog to No rain',97.5,26
'Upland Forest',2,37.76,93.55,'Mist or fog to No rain',97.5,26
'Upland Forest',2,37.76,93.55,'Mist or fog to No rain',97.5,26
Grassland/Prairie,2,37.76,93.55,'Mist or fog to No rain',97.5,26
'Upland Forest',2,37.31,93.8,'No rain',97.5,22
'Upland Forest',2,37.31,93.8,'No rain',97.5,22
'Upland Scrub',2,37.31,93.8,'No rain',97.5,22
'Upland Scrub',2,37.31,93.8,'No rain',97.5,22
'Upland Forest',2,37.31,93.8,'No rain',97.5,22
'Upland Forest',2,37.31,93.8,'No rain',97.5,22
'Upland Forest',2,37.31,93.8,'No rain',97.5,22
'Upland Forest',2,37.31,93.8,'No rain',97.5,22
'Upland Forest',2,37.31,93.8,'No rain',97.5,22
'Upland Forest',2,37.31,93.8,'No rain',97.5,22
Grassland/Prairie,1,31.64,59.25,'No rain',0,23
Grassland/Prairie,1,31.64,59.25,'No rain',0,23
Crop,1,31.64,59.25,'No rain',0,23
Grassland/Prairie,1,31.64,59.25,'No rain',0,23
Grassland/Prairie,1,31.64,59.25,'No rain',0,23
'Riparian Grassland',1,31.64,59.25,'No rain',0,23
Grassland/Prairie,1,31.64,59.25,'No rain',0,23
Crop,1,31.64,59.25,'No rain',0,23
Crop,1,31.64,59.25,'No rain',0,23
Grassland/Prairie,1,31.64,59.25,'No rain',0,23
Grassland/Prairie,1,31.64,59.25,'No rain',0,23
Grassland/Prairie,1,29.75,67,'No rain',0,14
Grassland/Prairie,1,29.75,67,'No rain',0,14
Grassland/Prairie,1,29.75,67,'No rain',0,14
Grassland/Prairie,1,29.75,67,'No rain',0,14
Grassland/Prairie,1,30.47,67.95,'No rain',0,11
Grassland/Prairie,1,30.47,67.95,'No rain',0,11
'Riparian Grassland',1,30.47,67.95,'No rain',0,11
Grassland/Prairie,1,30.47,67.95,'No rain',0,11
Grassland/Prairie,1,13.01,46.3,'No rain',0,30
Grassland/Prairie,1,13.01,46.3,'No rain',0,30
Grassland/Prairie,1,13.01,46.3,'No rain',0,30
'Riparian Forest',1,13.01,46.3,'No rain',0,30
Crop,1,13.01,46.3,'No rain',0,30
Crop,1,13.01,46.3,'No rain',0,30
Crop,1,13.01,46.3,'No rain',0,30
Grassland/Prairie,1,13.01,46.3,'No rain',0,30
Grassland/Prairie,1,13.01,46.3,'No rain',0,30
'Riparian Forest',1,5.99,66.4,'No rain',0,28
Crop,1,5.99,66.4,'No rain',0,28
Crop,1,5.99,66.4,'No rain',0,28
Grassland/Prairie,1,5.99,66.4,'No rain',0,28
Crop,1,5.99,66.4,'No rain',0,28
Crop,1,5.99,66.4,'No rain',0,28
Grassland/Prairie,1,5.99,66.4,'No rain',0,28
Grassland/Prairie,1,5.99,66.4,'No rain',0,28
Grassland/Prairie,1,5.99,66.4,'No rain',0,28
'Upland Forest',1,5.99,66.4,'No rain',0,28
Crop,1,5.45,71.05,'No rain',18.75,33
Crop,1,5.45,71.05,'No rain',18.75,33
Crop,1,5.45,71.05,'No rain',18.75,33
Grassland/Prairie,1,5.45,71.05,'No rain',18.75,33
Grassland/Prairie,1,5.45,71.05,'No rain',18.75,33
Grassland/Prairie,1,5.45,71.05,'No rain',18.75,33
Crop,1,5.45,71.05,'No rain',18.75,33
Crop,1,5.45,71.05,'No rain',18.75,33
Crop,1,5.45,71.05,'No rain',18.75,33
Grassland/Prairie,1,5.45,71.05,'No rain',18.75,33
Grassland/Prairie,1,5.45,71.05,'No rain',18.75,33
Grassland/Prairie,1,5.45,71.05,'No rain',18.75,33
Grassland/Prairie,1,5.45,71.05,'No rain',18.75,33
'Upland Forest',1,34.43,49.3,'No rain',97.5,47
'Upland Forest',1,34.43,49.3,'No rain',97.5,47
Grassland/Prairie,1,34.43,49.3,'No rain',97.5,47
Grassland/Prairie,1,34.43,49.3,'No rain',97.5,47
Grassland/Prairie,1,34.43,49.3,'No rain',97.5,47
Grassland/Prairie,1,34.43,49.3,'No rain',97.5,47
Crop,1,34.43,49.3,'No rain',97.5,47
Grassland/Prairie,1,34.43,49.3,'No rain',97.5,47
'Upland Forest',1,34.43,49.3,'No rain',97.5,47
'Riparian Grassland',1,34.43,49.3,'No rain',97.5,47
'Riparian Grassland',1,34.43,49.3,'No rain',97.5,47
Grassland/Prairie,1,34.43,49.3,'No rain',97.5,47
Grassland/Prairie,1,34.43,49.3,'No rain',97.5,47
'Mowed Lawn',1,34.43,49.3,'No rain',97.5,47
'Upland Forest',1,34.43,49.3,'No rain',97.5,47
'Upland Forest',1,33.62,49.8,'No rain',97.5,34
Grassland/Prairie,1,33.62,49.8,'No rain',97.5,34
Grassland/Prairie,1,33.62,49.8,'No rain',97.5,34
Grassland/Prairie,1,33.62,49.8,'No rain',97.5,34
'Upland Forest',1,33.62,49.8,'No rain',97.5,34
'Riparian Grassland',1,33.62,49.8,'No rain',97.5,34
'Riparian Forest',1,33.62,49.8,'No rain',97.5,34
Grassland/Prairie,1,33.62,49.8,'No rain',97.5,34
Grassland/Prairie,1,33.62,49.8,'No rain',97.5,34
'Upland Forest',1,33.62,49.8,'No rain',97.5,34
'Upland Forest',1,32.54,49.8,'No rain',97.5,41
Grassland/Prairie,1,32.54,49.8,'No rain',97.5,41
Grassland/Prairie,1,32.54,49.8,'No rain',97.5,41
Grassland/Prairie,1,32.54,49.8,'No rain',97.5,41
Grassland/Prairie,1,32.54,49.8,'No rain',97.5,41
'Upland Forest',1,32.54,49.8,'No rain',97.5,41
'Riparian Grassland',1,32.54,49.8,'No rain',97.5,41
Grassland/Prairie,1,32.54,49.8,'No rain',97.5,41
Grassland/Prairie,1,32.54,49.8,'No rain',97.5,41
Grassland/Prairie,1,32.54,49.8,'No rain',97.5,41
Grassland/Prairie,1,32.54,49.8,'No rain',97.5,41
'Upland Forest',1,32.54,49.8,'No rain',97.5,41
'Upland Forest',1,32.54,49.8,'No rain',97.5,41
Grassland/Prairie,2,50.72,51,'No rain',0,33
Grassland/Prairie,2,50.72,51,'No rain',0,33
Grassland/Prairie,2,50.72,51,'No rain',0,33
Crop,2,50.72,51,'No rain',0,33
Grassland/Prairie,2,50.72,51,'No rain',0,33
Grassland/Prairie,2,50.72,51,'No rain',0,33
Grassland/Prairie,2,50.72,51,'No rain',0,33
Crop,2,50.72,51,'No rain',0,33
Crop,2,50.72,51,'No rain',0,33
Grassland/Prairie,2,48.2,56.05,'No rain',0.5,40
Grassland/Prairie,2,48.2,56.05,'No rain',0.5,40
Grassland/Prairie,2,48.2,56.05,'No rain',0.5,40
Grassland/Prairie,2,48.2,56.05,'No rain',0.5,40
Grassland/Prairie,2,48.2,56.05,'No rain',0.5,40
Grassland/Prairie,2,48.2,56.05,'No rain',0.5,40
Grassland/Prairie,2,48.2,56.05,'No rain',0.5,40
'Riparian Grassland',2,48.2,56.05,'No rain',0.5,40
'Riparian Forest',2,48.2,56.05,'No rain',0.5,40
Grassland/Prairie,2,48.2,56.05,'No rain',0.5,40
Grassland/Prairie,2,48.2,56.05,'No rain',0.5,40
Grassland/Prairie,2,45.41,61.6,'No rain',0.5,35
Grassland/Prairie,2,45.41,61.6,'No rain',0.5,35
Grassland/Prairie,2,45.41,61.6,'No rain',0.5,35
Grassland/Prairie,2,45.41,61.6,'No rain',0.5,35
Grassland/Prairie,2,45.41,61.6,'No rain',0.5,35
Grassland/Prairie,2,45.41,61.6,'No rain',0.5,35
Grassland/Prairie,2,45.41,61.6,'No rain',0.5,35
Grassland/Prairie,2,45.41,61.6,'No rain',0.5,35
Grassland/Prairie,2,45.41,61.6,'No rain',0.5,35
'Riparian Grassland',2,45.41,61.6,'No rain',0.5,35
Crop,2,45.41,61.6,'No rain',0.5,35
Grassland/Prairie,2,45.41,61.6,'No rain',0.5,35
Grassland/Prairie,2,43.16,74.35,'No rain',26.25,44
Grassland/Prairie,2,43.16,74.35,'No rain',26.25,44
'Riparian Forest',2,43.16,74.35,'No rain',26.25,44
Grassland/Prairie,2,43.16,74.35,'No rain',26.25,44
'Riparian Grassland',2,43.16,74.35,'No rain',26.25,44
'Riparian Forest',2,43.16,74.35,'No rain',26.25,44
Grassland/Prairie,2,43.16,74.35,'No rain',26.25,44
Crop,2,43.16,74.35,'No rain',26.25,44
Grassland/Prairie,2,43.16,74.35,'No rain',26.25,44
Grassland/Prairie,2,43.16,74.35,'No rain',26.25,44
Grassland/Prairie,2,39.65,85.05,'No rain',7.5,39
Grassland/Prairie,2,39.65,85.05,'No rain',7.5,39
Grassland/Prairie,2,39.65,85.05,'No rain',7.5,39
Grassland/Prairie,2,39.65,85.05,'No rain',7.5,39
'Upland Forest',2,39.65,85.05,'No rain',7.5,39
'Riparian Forest',2,39.65,85.05,'No rain',7.5,39
Grassland/Prairie,2,39.65,85.05,'No rain',7.5,39
Grassland/Prairie,2,39.65,85.05,'No rain',7.5,39
Grassland/Prairie,2,39.65,85.05,'No rain',7.5,39
Grassland/Prairie,2,36.86,89.35,'No rain',0.5,45
Grassland/Prairie,2,36.86,89.35,'No rain',0.5,45
Grassland/Prairie,2,36.86,89.35,'No rain',0.5,45
Grassland/Prairie,2,36.86,89.35,'No rain',0.5,45
'Upland Forest',2,36.86,89.35,'No rain',0.5,45
Grassland/Prairie,2,36.86,89.35,'No rain',0.5,45
'Riparian Grassland',2,36.86,89.35,'No rain',0.5,45
Grassland/Prairie,2,36.86,89.35,'No rain',0.5,45
Crop,2,36.86,89.35,'No rain',0.5,45
Crop,2,36.86,89.35,'No rain',0.5,45
Crop,2,36.86,89.35,'No rain',0.5,45
Grassland/Prairie,2,36.86,89.35,'No rain',0.5,45
'Riparian Forest',2,36.86,89.35,'No rain',0.5,45
'Mowed Lawn',1,25.07,47.1,'No rain',1,21
Grassland/Prairie,1,25.07,47.1,'No rain',1,21
Grassland/Prairie,1,25.07,47.1,'No rain',1,21
'Upland Forest',1,25.07,47.1,'No rain',1,21
'Upland Forest',1,25.07,47.1,'No rain',1,21
'Upland Forest',1,25.07,47.1,'No rain',1,21
'Upland Forest',1,25.07,47.1,'No rain',1,21
Grassland/Prairie,1,23.54,52.5,'No rain',0.5,13
Grassland/Prairie,1,23.54,52.5,'No rain',0.5,13
'Upland Forest',1,23.54,52.5,'No rain',0.5,13
'Upland Forest',1,23.54,52.5,'No rain',0.5,13
'Upland Forest',1,23.54,52.5,'No rain',0.5,13
'Upland Forest',1,23.54,52.5,'No rain',0.5,13
'Upland Forest',1,24.98,48.7,'No rain',31.25,16
